【翻唱】

数量: 461

---- 曲名 | 创作者 | 作词 | 作曲 | 编曲 | 实装日期 | 关联活动 | 分类 | 曲绘 | 试听音频 | 演唱版本 ----
スーパーヒーロー | Guiano | Guiano | Guiano | Guiano | 2025-08-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_495/jacket_s_495.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0495_01/vs_0495_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
シルバーコレクター | Shu | Shu | Shu | Shu | 2025-07-17 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_496/jacket_s_496.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0496_01/vs_0496_01_short.mp3 | 虚拟歌手ver.
混沌ブギ | jon-YAKITORY | jon-YAKITORY | jon-YAKITORY | jon-YAKITORY | 2025-10-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_499/jacket_s_499.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0499_01/vs_0499_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
Bad Apple!! feat.SEKAI | ビートまりお×まろん×まらしぃ | Haruka | ZUN（上海アリス幻樂団） | ビートまりお×まろん、まらしぃ、Masayoshi Minoshima | 2025-06-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_501/jacket_s_501.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0501_01/vs_0501_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
Help me, ERINNNNNN!! | ビートまりお×まろん | ビートまりお | ZUN（上海アリス幻樂団） | ビートまりお×まろん | 2025-06-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_502/jacket_s_502.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0502_01/vs_0502_01_short.mp3 | 虚拟歌手ver.
超最終鬼畜妹フランドール・Ｓ | ビートまりお×まろん | - | ZUN（上海アリス幻樂団） | ビートまりお×まろん | 2025-05-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_503/jacket_s_503.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0503_01/in_0503_01_short.mp3 | Inst.ver.
I know 愛脳. | 吉田夜世 | 吉田夜世 | 吉田夜世 | 吉田夜世 | 2025-07-22 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_504/jacket_s_504.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0504_01/vs_0504_01_short.mp3 | 虚拟歌手ver.
コールボーイ | syudou | syudou | syudou | syudou | 2025-08-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_505/jacket_s_505.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0505_01/vs_0505_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
QUEEN | Kanaria | Kanaria | Kanaria | Kanaria | 2025-08-07 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_506/jacket_s_506.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0506_01/vs_0506_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
ライアーダンサー | マサラダ | マサラダ | マサラダ | マサラダ | 2026-03-17 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_509/jacket_s_509.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0509_01/vs_0509_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
失敗作少女 | かいりきベア | かいりきベア | かいりきベア | かいりきベア | 2026-04-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_510/jacket_s_510.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0510_01/vs_0510_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
如月アテンション | じん | じん | じん | じん | 2025-08-16 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_511/jacket_s_511.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0511_01/vs_0511_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
合成するミライ | 阿修 | 阿修 | 阿修 | 阿修 | 2025-07-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_512/jacket_s_512.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0512_01/vs_0512_01_short.mp3 | 虚拟歌手ver.
CH4NGE | Giga | q*Left | Giga | - | 2026-01-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_513/jacket_s_513.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0513_01/vs_0513_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
イガク | 原口沙輔 | 原口沙輔 | 原口沙輔 | 原口沙輔 | 2025-08-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_515/jacket_s_515.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0515_01/vs_0515_01_short.mp3 | 虚拟歌手ver.
あちこちデートさん | 駄菓子O型 | 駄菓子O型 | 駄菓子O型 | 駄菓子O型 | 2025-08-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_516/jacket_s_516.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0516_01/vs_0516_01_short.mp3 | 虚拟歌手ver.
メリーゴーラウンド | 加賀（ネギシャワーＰ） | 加賀（ネギシャワーＰ） | 加賀（ネギシャワーＰ） | 加賀（ネギシャワーＰ） | 2025-07-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_517/jacket_s_517.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0517_01/vs_0517_01_short.mp3 | 虚拟歌手ver.
みかぼし | 3106。 | 3106。 | 3106。 | 3106。 | 2025-12-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_518/jacket_s_518.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0518_01/vs_0518_01_short.mp3 | 虚拟歌手ver.
透明エレジー | n-buna | n-buna | n-buna | n-buna | 2025-12-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_520/jacket_s_520.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0520_01/vs_0520_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
オーバーライド | 吉田夜世 | 吉田夜世 | 吉田夜世 | 吉田夜世 | 2026-02-22 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_521/jacket_s_521.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0521_01/vs_0521_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
WAVE | niki | niki | niki | niki | 2025-08-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_522/jacket_s_522.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0522_01/vs_0522_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
きみとぼくのレゾナンス | 斜め上P | 斜め上P | 斜め上P | 斜め上P | 2025-09-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_523/jacket_s_523.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0523_01/vs_0523_01_short.mp3 | 虚拟歌手ver.
アンテナ39 | 柊マグネタイト | 柊マグネタイト | 柊マグネタイト | 柊マグネタイト | 2025-08-08 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_525/jacket_s_525.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0525_01/vs_0525_01_short.mp3 | 虚拟歌手ver.
彗星ノ銀河 | マツシタレオ | マツシタレオ | マツシタレオ | マツシタレオ | 2025-08-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_526/jacket_s_526.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0526_01/vs_0526_01_short.mp3 | 虚拟歌手ver.
カルチャ | ツミキ | ツミキ | ツミキ | ツミキ | 2025-08-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_529/jacket_s_529.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0529_01/vs_0529_01_short.mp3 | 虚拟歌手ver.
キャットフード | doriko | doriko | doriko | doriko | 2025-09-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_530/jacket_s_530.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0530_01/vs_0530_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
メズマライザー | サツキ | サツキ | サツキ | サツキ | 2025-08-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_531/jacket_s_531.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0531_01/vs_0531_01_short.mp3 | 虚拟歌手ver.
レイヤーノート | 吉田ヨシユキ | 吉田ヨシユキ | 吉田ヨシユキ | 吉田ヨシユキ | 2025-08-12 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_532/jacket_s_532.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0532_01/vs_0532_01_short.mp3 | 虚拟歌手ver.
転生林檎 | ピノキオピー | ピノキオピー | ピノキオピー | ピノキオピー | 2025-09-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_533/jacket_s_533.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0533_01/vs_0533_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
ワールド・ランプシェード [reunion] | buzzG | buzzG | buzzG | - | 2025-09-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_534/jacket_s_534.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0534_01/vs_0534_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
Fire◎Flower (Rerec) | halyosy | halyosy | halyosy | halyosy | 2026-01-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_536/jacket_s_536.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0536_01/vs_0536_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
花に風 | バルーン | バルーン | バルーン | バルーン | 2026-02-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_537/jacket_s_537.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0537_01/vs_0537_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
メインキャラクター | *Luna | *Luna | *Luna | *Luna | 2025-08-17 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_541/jacket_s_541.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0541_01/vs_0541_01_short.mp3 | 虚拟歌手ver.
Blackjack | ゆちゃP | ゆちゃP | ゆちゃP | ゆちゃP | 2025-09-19 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_542/jacket_s_542.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0542_01/vs_0542_01_short.mp3 | 虚拟歌手ver.
妄想アスパルテーム | picco | picco | picco | picco | 2025-11-27 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_544/jacket_s_544.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0544_01/vs_0544_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
脳天 | ムラタシユウ | ムラタシユウ | ムラタシユウ | ムラタシユウ | 2025-11-24 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_545/jacket_s_545.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0545_01/vs_0545_01_short.mp3 | 虚拟歌手ver.
終焉逃避行 | 柊マグネタイト | 柊マグネタイト | 柊マグネタイト | 柊マグネタイト | 2026-02-23 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_547/jacket_s_547.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0547_01/vs_0547_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
M@GICAL☆CURE! LOVE ♥ SHOT! | SAWTOWNE | Sena Kiryuin & SAWTOWNE | SAWTOWNE | SAWTOWNE | 2026-07-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_552/jacket_s_552.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0552_01/vs_0552_01_short.mp3 | 虚拟歌手ver.
パリィ | 宮守文学 | 宮守文学 | 宮守文学 | 宮守文学 | 2025-12-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_553/jacket_s_553.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0553_01/vs_0553_01_short.mp3 | 虚拟歌手ver.
snooze | wotaku | wotaku | wotaku | wotaku | 2026-01-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_554/jacket_s_554.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0554_01/vs_0554_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
サイハテ | 小林オニキス | 小林オニキス | 小林オニキス | - | 2026-02-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_556/jacket_s_556.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0556_01/vs_0556_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
花溺れ | shikisai | shikisai | shikisai | shikisai | 2025-10-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_557/jacket_s_557.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0557_01/vs_0557_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
のだ | 大漠波新 | 大漠波新 | 大漠波新 | 大漠波新 | 2026-01-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_558/jacket_s_558.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0558_01/vs_0558_01_short.mp3 | 虚拟歌手ver.
おどりゃんせ | ユリイ・カノン | ユリイ・カノン | ユリイ・カノン | ユリイ・カノン | 2026-08-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_559/jacket_s_559.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0559_01/vs_0559_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
プロトディスコ | ぬゆり | ぬゆり | ぬゆり | - | 2026-01-23 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_561/jacket_s_561.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0561_01/vs_0561_01_short.mp3 | 虚拟歌手ver.
アンヘル | かいりきベア | かいりきベア | かいりきベア | - | 2026-01-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_562/jacket_s_562.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0562_01/vs_0562_01_short.mp3 | 虚拟歌手ver.
夏に透明 | Twinfield | Twinfield | Twinfield | Twinfield | 2026-03-31 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_565/jacket_s_565.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0565_01/vs_0565_01_short.mp3 | 虚拟歌手ver.
パンダヒーロー | ハチ | ハチ | ハチ | ハチ | 2026-03-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_566/jacket_s_566.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0566_01/vs_0566_01_short.mp3 | 虚拟歌手ver.
結ンデ開イテ羅刹ト骸 | ハチ | ハチ | ハチ | ハチ | 2026-03-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_567/jacket_s_567.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0567_01/vs_0567_01_short.mp3 | 虚拟歌手ver.
シークレット・シーカー | ヤマギシコージ | ヤマギシコージ | ヤマギシコージ | ヤマギシコージ | 2026-01-08 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_569/jacket_s_569.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0569_01/vs_0569_01_short.mp3 | 虚拟歌手ver.
偽物人間40号 | ¿?shimon | ¿?shimon | ¿?shimon | ¿?shimon | 2026-08-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_571/jacket_s_571.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0571_01/vs_0571_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
三日月ステップ | r-906 | r-906 | r-906 | r-906 | 2026-03-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_580/jacket_s_580.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0580_01/vs_0580_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
厨病激発ボーイ | れるりり | れるりり | れるりり | れるりり | 2026-02-20 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_581/jacket_s_581.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0581_01/vs_0581_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
ルルブ | 藤原ハガネ | 藤原ハガネ | 藤原ハガネ | 藤原ハガネ | 2026-02-17 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_587/jacket_s_587.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0587_01/vs_0587_01_short.mp3 | 虚拟歌手ver.
プラネットヒーロー | 打打だいず＋いるかアイス | いるかアイス | 打打だいず | 打打だいず | 2026-04-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_588/jacket_s_588.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0588_01/vs_0588_01_short.mp3 | 虚拟歌手ver.
バレリーコ | みきとP | みきとP | みきとP | - | 2026-03-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_589/jacket_s_589.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0589_01/vs_0589_01_short.mp3 | 虚拟歌手ver.
マンハッタン | wotaku | wotaku | wotaku | wotaku | 2026-04-07 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_590/jacket_s_590.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0590_01/vs_0590_01_short.mp3 | 虚拟歌手ver.
吉原ラメント 再来盤 | 亜沙 | 亜沙 | 亜沙 | 亜沙 | 2026-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_591/jacket_s_591.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0591_01/vs_0591_01_short.mp3 | 虚拟歌手ver.
クイーンオブハート | 奏音69 (Royal Scandal) | 奏音69 | 奏音69 | 奏音69 | 2026-02-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_592/jacket_s_592.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0592_01/vs_0592_01_short.mp3 | 虚拟歌手ver.
クリスタルスノウ | Aqu3ra | Aqu3ra | Aqu3ra | Aqu3ra | 2025-12-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_593/jacket_s_593.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0593_01/vs_0593_01_short.mp3 | 虚拟歌手ver.
Call!! | 沫尾 | 沫尾 | 沫尾 | 沫尾 | 2026-04-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_594/jacket_s_594.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0594_01/vs_0594_01_short.mp3 | 虚拟歌手ver.
エンヴィキャットウォーク | トーマ | トーマ | トーマ | トーマ | 2026-05-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_595/jacket_s_595.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0595_01/vs_0595_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
ドレミファロンド | 40mP | 40mP | 40mP | 40mP | 2026-03-24 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_603/jacket_s_603.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0603_01/vs_0603_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
Packaged | kz | kz | kz | kz | 2026-03-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_604/jacket_s_604.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0604_01/vs_0604_01_short.mp3 | 虚拟歌手ver.
スーサイドパレヱド | ユリイ・カノン | ユリイ・カノン | ユリイ・カノン | ユリイ・カノン | 2026-02-19 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_606/jacket_s_606.png | https://storage.sekai.best/sekai-cn-assets/music/short/se_0606_01/se_0606_01_short.mp3 | 「世界」ver. / Another Vocal ver.
回る空うさぎ | Orangestar | Orangestar | Orangestar | Orangestar | 2026-04-13 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_607/jacket_s_607.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0607_01/vs_0607_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
星宙メランコリア | yuichi NAGAO | yuichi NAGAO | yuichi NAGAO | yuichi NAGAO | 2026-04-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_608/jacket_s_608.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0608_01/vs_0608_01_short.mp3 | 虚拟歌手ver.
Polar Star |  | 烏屋茶房 | 烏屋茶房 | 烏屋茶房 | 2026-12-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_610/jacket_s_610.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0610_01/vs_0610_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
好き！雪！本気マジック | Mitchie M | Mitchie M | Mitchie M | Mitchie M | 2026-02-24 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_611/jacket_s_611.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0611_01/vs_0611_01_short.mp3 | 虚拟歌手ver.
Snow Fairy Story | 40mP | 40mP | 40mP | 40mP | 2026-02-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_612/jacket_s_612.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0612_01/vs_0612_01_short.mp3 | 虚拟歌手ver.
雪がとける前に | doriko | doriko | doriko | doriko | 2026-02-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_613/jacket_s_613.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0613_01/vs_0613_01_short.mp3 | 虚拟歌手ver.
スターナイトスノウ | n-buna×Orangestar | n-buna、Orangestar | Orangestar | n-buna | 2026-02-27 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_614/jacket_s_614.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0614_01/vs_0614_01_short.mp3 | 虚拟歌手ver.
四角い地球を丸くする | TOKOTOKO(西沢さんP) | TOKOTOKO | TOKOTOKO | TOKOTOKO | 2026-02-28 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_615/jacket_s_615.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0615_01/vs_0615_01_short.mp3 | 虚拟歌手ver.
アイ | DECO*27 | DECO*27 | DECO*27 | Rockwell | 2026-03-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_616/jacket_s_616.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0616_01/vs_0616_01_short.mp3 | 虚拟歌手ver.
ぽかぽかの星 | はるまきごはん | はるまきごはん | はるまきごはん | はるまきごはん | 2026-03-02 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_617/jacket_s_617.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0617_01/vs_0617_01_short.mp3 | 虚拟歌手ver.
Fondant Step | Heavenz | Heavenz | Heavenz | Heavenz | 2026-03-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_618/jacket_s_618.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0618_01/vs_0618_01_short.mp3 | 虚拟歌手ver.
Connecting | halyosy | halyosy | halyosy | halyosy | 2026-05-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_619/jacket_s_619.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0619_01/vs_0619_01_short.mp3 | 虚拟歌手ver.
紗痲 | 煮ル果実 | 煮ル果実 | 煮ル果実 | 煮ル果実 | 2026-04-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_620/jacket_s_620.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0620_01/vs_0620_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
東京サマーセッション | HoneyWorks | Gom, shito | Gom, Oji | HoneyWorks | 2026-08-13 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_621/jacket_s_621.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0621_01/vs_0621_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
超ナイト・オブ・ナイツ | ビートまりお×まろん | - | ZUN（上海アリス幻樂団） | ビートまりお×まろん | 2026-07-27 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_622/jacket_s_622.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0622_01/in_0622_01_short.mp3 | Inst.ver.
とうほう☆ワンダーランド | ビートまりお×まろん | ビートまりお×まろん | ZUN（上海アリス幻樂団） | ビートまりお×まろん、東京アクティブNEETs | 2026-07-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_623/jacket_s_623.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0623_01/vs_0623_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
チルノのパーフェクトさんすう学園 | ビートまりお×まろん | ビートまりお×まろん、夕野ヨシミ (IOSYS) | ZUN（上海アリス幻樂団） | ビートまりお×まろん、ARM (IOSYS) | 2026-07-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_624/jacket_s_624.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0624_01/vs_0624_01_short.mp3 | 虚拟歌手ver.
このふざけた素晴らしき世界は、僕の為にある | n.k | n.k | n.k | n.k | 2026-05-22 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_625/jacket_s_625.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0625_01/vs_0625_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
フィッシュアンドTips | ど～ぱみん | ど～ぱみん | ど～ぱみん | ど～ぱみん | 2026-04-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_626/jacket_s_626.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0626_01/vs_0626_01_short.mp3 | 虚拟歌手ver.
テトリス | 柊マグネタイト | 柊マグネタイト | ロシア民謡 | 柊マグネタイト | 2026-05-18 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_627/jacket_s_627.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0627_01/vs_0627_01_short.mp3 | 虚拟歌手ver.
